restaurant_id,name,city,state,cuisine_type,price_band,rating,review_count,address,postal_code,source_url,has_menu,date_accessed
992035,Bygone,Baltimore,MD,"Contemporary French / American, American",$50 and over,4.7,263,400 International Drive,21202-4771,https://www.opentable.com/restaurant/profile/992035,False,2026-01-24T18:31:49.861277
1070506,Monarque,Baltimore,MD,"Contemporary French / American, French American, French",$50 and over,4.5,98,1010 Fleet Street,21202,https://www.opentable.com/restaurant/profile/1070506,False,2026-01-24T18:31:49.861285
730015,Tagliata Restaurant,Baltimore,MD,"Wine Bar, Italian, Contemporary Italian",$31 to $50,4.7,297,1012 Fleet St,21202,https://www.opentable.com/restaurant/profile/730015,False,2026-01-24T18:31:49.861293
1294048,The Ruxton,Baltimore,MD,"Steakhouse, Seafood",$50 and over,4.7,495,720 Aliceanna St,21202-4387,https://www.opentable.com/restaurant/profile/1294048,False,2026-01-24T18:31:49.861305
1050658,The Choptank - Baltimore,Baltimore,MD,"Seafood, Southern",$30 and under,4.5,41,1640 Aliceanna St,21231-2940,https://www.opentable.com/restaurant/profile/1050658,False,2026-01-24T18:31:49.861312
4031,Rusty Scupper - Baltimore,Baltimore,MD,"Wine Bar, Seafood, American",$31 to $50,4.8,335,402 Key Highway,21230,https://www.opentable.com/restaurant/profile/4031,False,2026-01-24T18:31:49.861319
1230010,LoCAL Restaurant and Kitchen,Baltimore,MD,"Contemporary French / American, Soul food",$31 to $50,4.1,42,206 E Redwood St,21202-3312,https://www.opentable.com/restaurant/profile/1230010,True,2026-01-24T18:31:49.861330
1501,Charleston,Baltimore,MD,"French, Low Country, American",$50 and over,4.8,8391,1000 Lancaster Street,21202,https://www.opentable.com/restaurant/profile/1501,False,2026-01-24T18:31:49.861416
993445,Jimmy's Restaurant - Fells Point,Baltimore,MD,Turkish,$30 and under,3.7,10,801 S Broadway,21231,https://www.opentable.com/restaurant/profile/993445,True,2026-01-24T18:31:49.861424
33100,City Cafe - Baltimore,Baltimore,MD,"Vegetarian, Seafood, American",$30 and under,4.3,9585,1001 Cathedral Street,21201,https://www.opentable.com/restaurant/profile/33100,True,2026-01-24T18:31:49.862384
1024420,101 Baltimore,Baltimore,MD,"Burgers, Gastro Pub, Sports Bar",$30 and under,4.4,129,1118 S Charles St,21230,https://www.opentable.com/restaurant/profile/1024420,True,2026-01-24T18:31:49.865615
347914,Angie's Seafood,Baltimore,MD,Seafood,$31 to $50,4.4,154,1727 E Pratt St,21231,https://www.opentable.com/restaurant/profile/347914,False,2026-01-24T18:31:49.866450
7468,Louisiana Restaurant,Baltimore,MD,"Creole / Cajun / Southern, French",$30 and under,3.8,1238,1708 Aliceanna Street,21231,https://www.opentable.com/restaurant/profile/7468,True,2026-01-24T18:31:49.867230
1400026,ON St. Elmo,Bethesda,MD,"American, Mediterranean",$50 and over,4.3,105,4915 St Elmo Ave,20814,https://www.opentable.com/restaurant/profile/1400026,True,2026-01-24T18:32:41.505927
1223122,Corella Café & Lounge,Bethesda,MD,"Tapas / Small Plates, Spanish, American",$30 and under,4.4,12,4646 Montgomery Ave,20814,https://www.opentable.com/restaurant/profile/1223122,True,2026-01-24T18:32:41.506087
348568,True Food Kitchen - Bethesda,Bethesda,MD,"Contemporary American, Vegetarian / Vegan, American",$30 and under,4.3,92,7100 Wisconsin Ave,20814,https://www.opentable.com/restaurant/profile/348568,False,2026-01-24T18:32:41.506839
1212766,The Salt Line - Bethesda,Bethesda,MD,"Oyster Bar, Seafood, American",$31 to $50,4.5,218,7284 Woodmont Ave,20814-2914,https://www.opentable.com/restaurant/profile/1212766,False,2026-01-24T18:32:41.506848
1048504,matchbox Bethesda,Bethesda,MD,"Pizzeria, American, Breakfast",$30 and under,4.0,36,7278 Woodmont Avenue,20814,https://www.opentable.com/restaurant/profile/1048504,False,2026-01-24T18:32:41.506857
158299,The Met Bethesda,Bethesda,MD,American,$30 and under,3.7,200,7101 Democracy Blvd,20817,https://www.opentable.com/restaurant/profile/158299,True,2026-01-24T18:32:41.506869
152626,City Perch Kitchen + Bar – North Bethesda,North Bethesda,MD,"Bar / Lounge / Bottle Service, Dining Bar",$30 and under,4.2,64,11830 Grand Park,20852,https://www.opentable.com/restaurant/profile/152626,False,2026-01-24T18:32:41.507280
1340074,Bouboulina,North Bethesda,MD,"Steakhouse, Seafood, American",$31 to $50,4.8,356,921 Meeting Street,20852,https://www.opentable.com/restaurant/profile/1340074,False,2026-01-24T18:32:41.507286
2805,Daily Grill - Bethesda,Bethesda,MD,"Grill, American",$30 and under,3.8,2244,1 Bethesda Metro Ctr,20814,https://www.opentable.com/restaurant/profile/2805,False,2026-01-24T18:32:41.507293
21520,Redwood,Bethesda,MD,"Contemporary American, American",$30 and under,3.8,7002,7121 Bethesda Lane,20814,https://www.opentable.com/restaurant/profile/21520,True,2026-01-24T18:32:41.507299
1365949,Seasalt Annapolis,Annapolis,MD,"Oyster Bar, Seafood, Cocktail Bar",$31 to $50,4.7,165,1 Park Pl unit 7,21401-2915,https://www.opentable.com/restaurant/profile/1365949,False,2026-01-24T18:33:32.358097
1203178,The Choptank - Annapolis,Annapolis,MD,"Seafood, American",$31 to $50,4.6,302,110 Compromise St,21401-1808,https://www.opentable.com/restaurant/profile/1203178,False,2026-01-24T18:33:32.358424
1416979,Firebirds Wood Fired Grill - Annapolis,Annapolis,MD,"Steakhouse, Seafood, American",$30 and under,4.7,228,2500 Riva Rd,21401-7405,https://www.opentable.com/restaurant/profile/1416979,False,2026-01-24T18:33:32.358429
906,O'Learys Seafood Restaurant,Annapolis,MD,"Dining Bar, Seafood",$50 and over,4.7,117,310 Third Street,21403,https://www.opentable.com/restaurant/profile/906,False,2026-01-24T18:33:32.358434
1080946,The Lodge Annapolis,Annapolis,MD,"Contemporary American, Comfort Food, Farm-to-table",$31 to $50,4.3,124,177 Jennifer Rd,21401-3043,https://www.opentable.com/restaurant/profile/1080946,False,2026-01-24T18:33:32.358439
20936,Yellow,Potts Point,AU-NSW,"Vegetarian / Vegan, Vegan",$101 and over,4.8,74,57-59 Macleay St,2011,https://www.opentable.com.au/restaurant/profile/20936,False,2026-01-24T18:35:08.533980
135659,Emily Taylor Kitchen and Bar,Fremantle,AU-WA,"Dim Sum, Vegan, Asian",$41 to $100,4.4,1150,19-29 Henderson St,6160,https://www.opentable.com.au/restaurant/profile/135659,False,2026-01-24T18:35:08.534020
262646,Elliott's steakhouse,Margaret River,AU-WA,"Steak, Contemporary British, Contemporary European",$41 to $100,4.5,86,107 Bussell Hwy,6285,https://www.opentable.com.au/restaurant/profile/262646,True,2026-01-24T18:35:08.534026
20909,Quay,Sydney,AU-NSW,Modern Australian,$101 and over,4.5,16,Upper Level,2000,https://www.opentable.com.au/restaurant/profile/20909,False,2026-01-24T18:35:08.534115
44621,Mjølner Sydney,Redfern,AU-NSW,"Modern Australian, Nordic, Scandinavian",$41 to $100,4.6,4664,267 Cleveland Street,2016,https://www.opentable.com.au/restaurant/profile/44621,True,2026-01-24T18:35:08.534120
298424,STRØM Restaurant,East Perth,AU-WA,Australian,$40 and under,4.5,60,74/20 Royal St,6004,https://www.opentable.com.au/restaurant/profile/298424,True,2026-01-24T18:35:08.534421
55292,The Meat & Wine Co - Perth,Perth,AU-WA,"Southern African, Steak, Modern Australian",$41 to $100,4.6,49,108 St Georges Tce,6000,https://www.opentable.com.au/restaurant/profile/55292,True,2026-01-24T18:35:08.534672
20846,Bennelong Restaurant,Sydney,AU-NSW,Modern Australian,$101 and over,4.4,27,Sydney Opera House,2000,https://www.opentable.com.au/restaurant/profile/20846,False,2026-01-24T18:35:08.535671
217376,Julio’s Italian Restaurant,West Perth,AU-WA,"Italian, Contemporary Italian, Breakfast",$40 and under,4.2,30,1309 Hay St,6005,https://www.opentable.com.au/restaurant/profile/217376,True,2026-01-24T18:35:08.535675
1043842,Culture,Portland,OR,"American, Mediterranean",$30 and under,4.2,166,2422 SE Hawthorne Blvd,97214-3925,https://www.opentable.com/restaurant/profile/1043842,True,2026-01-24T18:35:08.535881
1034035,Canard - Burnside,Portland,OR,"French American, Wine Bar, Contemporary American",$31 to $50,4.8,172,734 E Burnside St,97214-1219,https://www.opentable.com/restaurant/profile/1034035,False,2026-01-24T18:35:08.536274
23812,Urban Farmer Portland,Portland,OR,Steakhouse,$30 and under,4.3,172,525 Southwest Morrison Street,97204,https://www.opentable.com/restaurant/profile/23812,True,2026-01-24T18:35:08.536278
64318,Le Pigeon,Portland,OR,"French American, Contemporary American",$50 and over,4.8,138,738 E Burnside St,97214,https://www.opentable.com/restaurant/profile/64318,False,2026-01-24T18:35:08.536817
1320277,Trela Kitchen and Taverna,Portland,OR,"Balkan style, Mediterranean, Greek",$30 and under,4.8,107,6000 NE Glisan Street,97213,https://www.opentable.com/restaurant/profile/1320277,False,2026-01-24T18:35:08.536822
1011751,Latitude 45 Degrees,Portland,OR,"American, Breakfast",$30 and under,3.3,4,8349 NE Columbia Blvd,97220,https://www.opentable.com/restaurant/profile/1011751,True,2026-01-24T18:35:08.536827
1189165,República,Portland,OR,"Contemporary Mexican, Mexican, Farm-to-table",$50 and over,4.8,92,100 NW 10th Ave,97209,https://www.opentable.com/restaurant/profile/1189165,True,2026-01-24T18:35:08.537044
66118,Wilfs Restaurant & Jazz Bar,Portland,OR,"Bar / Lounge / Bottle Service, Steakhouse, Fish",$31 to $50,4.4,71,800 NW 6th Ave at Union Station,97209,https://www.opentable.com/restaurant/profile/66118,True,2026-01-24T18:35:08.537089
144193,Fogo de Chão - Portland,Portland,OR,"Steakhouse, Seafood, Brazilian",$30 and under,4.2,419,930 SW Sixth Ave,97204,https://www.opentable.com/restaurant/profile/144193,True,2026-01-24T18:35:08.537350
3443,Andina,Portland,OR,"International, Peruvian, Farm-to-table",$50 and over,4.7,249,1314 NW Glisan,97209,https://www.opentable.com/restaurant/profile/3443,False,2026-01-24T18:35:08.537864
1418554,Franciska,Portland,ME,"Argentinean, Wine Bar, Contemporary American",$31 to $50,4.9,82,111 Middle St,04101-4104,https://www.opentable.com/restaurant/profile/1418554,True,2026-01-24T18:35:08.537868
1341946,Eugène Eugène,Dubai,Dubai,French,AED 110 and under,4.6,7,Kempinski Hotel - Sheikh Zayed Rd - Al Barsha - Al Barsha 1,00000,https://www.opentable.com/restaurant/profile/1341946,True,2026-01-24T18:35:53.385104
455925,Le Bistrot De JAN,Cape Town,Western Cape,"Southern African, French",$30 and under,4.2,74,"Quay 6, W Quay Road",8001,https://www.opentable.co.uk/restaurant/profile/455925,False,2026-01-24T18:35:53.385352
1273207,Cafe Med - Eugene,Eugene,OR,"Italian, Comfort Food, Café",$31 to $50,4.7,89,3443 Hilyard St,97405-3881,https://www.opentable.com/restaurant/profile/1273207,False,2026-01-24T18:35:53.385364
1414507,Eugene's Restaurant,Los Angeles,CA,"Soul food, American",$30 and under,3.5,19,5023 W Pico Blvd,90019,https://www.opentable.com/restaurant/profile/1414507,False,2026-01-24T18:35:53.385375
1320559,the Hook & Plow - Bend,Bend,OR,"American, Farm-to-table",$31 to $50,4.7,84,210 SW Century Dr suite 150,97702-1958,https://www.opentable.com/restaurant/profile/1320559,True,2026-01-24T18:36:34.814851
1065445,Salute Restaurant & Bar,Bend,OR,"Contemporary Italian, Mediterranean, Contemporary European",$31 to $50,4.8,122,1045 NW Bond St,97703,https://www.opentable.com/restaurant/profile/1065445,True,2026-01-24T18:36:34.815068
291358,Bistro 28,Bend,OR,French,$31 to $50,0.0,0,61615 Athletic Club Dr,97702,https://www.opentable.com/restaurant/profile/291358,False,2026-01-24T18:36:34.815482
1011223,Sintra Restaurant,Bend,OR,Portuguese,$31 to $50,4.5,6,1024 NW Bond St,97703-2068,https://www.opentable.com/restaurant/profile/1011223,True,2026-01-24T18:36:34.815487
1055374,BRUTØ,Denver,CO,Contemporary American,$50 and over,0.0,0,1801 Blake St,80202,https://www.opentable.com/restaurant/profile/1055374,False,2026-01-24T18:37:36.521658
698233,Elements,Denver,CO,"Contemporary American, Contemporary Mexican",$30 and under,3.3,19,1420 Stout Street,80202,https://www.opentable.com/restaurant/profile/698233,True,2026-01-24T18:37:36.521758
1026319,Cimera,Denver,CO,"Peruvian, Steak, Latin American",$30 and under,4.5,142,3330 Brighton Blvd,80216,https://www.opentable.com/restaurant/profile/1026319,False,2026-01-24T18:37:36.522440
11356,Duo Restaurant,Denver,CO,Contemporary American,$50 and over,4.9,115,2413 W. 32nd Ave.,80211,https://www.opentable.com/restaurant/profile/11356,True,2026-01-24T18:37:36.523858
1317448,Le French 9&CO,Denver,CO,"French, West African",$31 to $50,4.4,110,846 Albion St,80220,https://www.opentable.com/restaurant/profile/1317448,False,2026-01-24T18:37:36.524456
162646,The District,Denver,CO,"Bar / Lounge / Bottle Service, American, Barbecue",$30 and under,4.1,527,1320 E 17th Ave,80218,https://www.opentable.com/restaurant/profile/162646,False,2026-01-24T18:37:36.525033
1223500,Water Grill - Denver,Denver,CO,"Fine cuts, Seafood, American",$31 to $50,4.7,270,1691 Market St,80202,https://www.opentable.com/restaurant/profile/1223500,False,2026-01-24T18:37:36.525351
1372393,Stellar Jay,Denver,CO,"Dining Bar, Contemporary American, Cocktail Bar",$31 to $50,4.6,170,240 14th St,80202,https://www.opentable.com/restaurant/profile/1372393,True,2026-01-24T18:37:36.525358
3591,Rioja,Denver,CO,"Fusion / Eclectic, Mediterranean",$31 to $50,4.8,577,1431 Larimer Street,80202,https://www.opentable.com/restaurant/profile/3591,False,2026-01-24T18:37:36.525569
74344,Coohills,Denver,CO,"French American, French, Modern European",$31 to $50,4.6,34,1400 Wewatta,80202,https://www.opentable.com/restaurant/profile/74344,True,2026-01-24T18:37:36.525575
18049,Baur's Restaurant,Denver,CO,"Contemporary American, Global, International, American",$30 and under,4.0,932,1512 Curtis St,80202,https://www.opentable.com/restaurant/profile/18049,False,2026-01-24T18:37:36.525694
443986,El Five,Denver,CO,"Middle Eastern, Spanish, Mediterranean",$50 and over,4.7,437,2930 Umatilla St,80211-3833,https://www.opentable.com/restaurant/profile/443986,False,2026-01-24T18:37:36.525703
731818,Corinne - Denver,Denver,CO,"Bistro, Contemporary American, Cocktail Bar",$31 to $50,4.5,291,1455 California Street,80202,https://www.opentable.com/restaurant/profile/731818,True,2026-01-24T18:37:36.526020
171775,"FIRE - The ART Hotel Denver, Curio Collection by Hilton",Denver,CO,"Contemporary American, French",$31 to $50,4.2,59,1201 Broadway St,80203,https://www.opentable.com/restaurant/profile/171775,True,2026-01-24T18:37:36.526998
1164199,The Original- Denver,Denver,CO,American,$30 and under,4.9,104,"1600 20th St, Denver",80202,https://www.opentable.com/restaurant/profile/1164199,False,2026-01-24T18:37:36.527779
81049,The Kitchen American Bistro - Denver,Denver,CO,"Bar / Lounge / Bottle Service, American",$31 to $50,4.7,115,1560 Wazee St.,80202,https://www.opentable.com/restaurant/profile/81049,True,2026-01-24T18:37:36.527790
647245,Tavernetta Denver,Denver,CO,"Italian, Contemporary Italian",$50 and over,4.7,854,1889 16th St,80202-5901,https://www.opentable.com/restaurant/profile/647245,False,2026-01-24T18:37:36.527882
1085452,Wildflower - Denver,Denver,CO,"Contemporary American, Farm-to-table, Cocktail Bar",$50 and over,4.9,220,3638 Navajo St,80211-3037,https://www.opentable.com/restaurant/profile/1085452,False,2026-01-24T18:37:36.527888
7341,Jill's Restaurant & Bistro,Boulder,CO,"Wine Bar, Fusion / Eclectic, Vegan",$31 to $50,4.3,70,900 Walnut Street,80302,https://www.opentable.com/restaurant/profile/7341,True,2026-01-24T18:38:14.381712
3482,The Kitchen American Bistro - Boulder,Boulder,CO,"Bar / Lounge / Bottle Service, American",$31 to $50,4.7,210,1039 Pearl Street,80302,https://www.opentable.com/restaurant/profile/3482,False,2026-01-24T18:38:14.382874
2635,Flagstaff House,Boulder,CO,"Contemporary American, Farm-to-table",$50 and over,4.8,165,1138 Flagstaff Road,80302,https://www.opentable.com/restaurant/profile/2635,False,2026-01-24T18:38:14.382882
35809,SALT - Boulder,Boulder,CO,"Contemporary American, Global, International, American",$30 and under,4.5,230,1047 Pearl Street,80302,https://www.opentable.com/restaurant/profile/35809,True,2026-01-24T18:38:14.382889
101971,Carlos' Bistro,Colorado Springs,CO,"Steak, Seafood, Continental",$50 and over,4.8,58,1025 S 21st St,80904-3705,https://www.opentable.com/restaurant/profile/101971,False,2026-01-24T18:38:56.259139
169666,Restaurant 1858,Colorado Springs,CO,"Seafood, Comfort Food, American",$50 and over,4.4,915,1045 Lower Gold Camp Rd.,80906,https://www.opentable.com/restaurant/profile/169666,True,2026-01-24T18:38:56.259692
1378123,Lazy Dog Restaurant & Bar - Colorado Springs,Colorado Springs,CO,American,$30 and under,4.6,110,7605 N Academy Blvd,80920-3207,https://www.opentable.com/restaurant/profile/1378123,True,2026-01-24T18:38:56.259857
1386853,Butterworth's,Washington,DC,"French, American",$31 to $50,4.5,68,319 Pennsylvania Ave. SE,20003-1148,https://www.opentable.com/restaurant/profile/1386853,True,2026-01-24T18:40:29.606872
1437925,Marcus DC,Washington,DC,American,$30 and under,4.6,268,222 M St NE,20002,https://www.opentable.com/restaurant/profile/1437925,True,2026-01-24T18:40:29.607408
1034863,Estuary,Washington,DC,"Contemporary American, Seafood",$50 and over,4.6,120,950 New York Ave NW,20001,https://www.opentable.com/restaurant/profile/1034863,False,2026-01-24T18:40:29.607613
152680,Iron Gate,Washington,DC,"Italian, Mediterranean, Greek",$50 and over,4.6,220,1734 N Street NW,20036,https://www.opentable.com/restaurant/profile/152680,False,2026-01-24T18:40:29.607621
1363867,a.kitchen+bar D.C.,Washington,DC,"Contemporary French / American, Contemporary American, French",$31 to $50,4.9,74,1010 New Hampshire Ave NW,20037-2347,https://www.opentable.com/restaurant/profile/1363867,False,2026-01-24T18:40:29.607629
1274545,The Bazaar by José Andrés - DC,Washington,DC,Home cooking,$30 and under,4.7,458,1100 Pennsylvania Avenue NW,20004-2501,https://www.opentable.com/restaurant/profile/1274545,False,2026-01-24T18:40:29.607636
150514,DBGB DC,Washington,DC,"Contemporary French / American, French American, French",$31 to $50,4.4,10548,931 H Street N.W.,20001,https://www.opentable.com/restaurant/profile/150514,False,2026-01-24T18:40:29.607644
35236,"The Greenhouse at The Jefferson, DC",Washington,DC,Contemporary American,$31 to $50,4.8,117,"1200 16th Street, NW",20036,https://www.opentable.com/restaurant/profile/35236,False,2026-01-24T18:40:29.608672
1356313,Gordon Ramsay Hell's Kitchen - Washington DC,Washington,DC,"American, Contemporary European",$50 and over,4.3,698,652 Wharf St,20024,https://www.opentable.com/restaurant/profile/1356313,False,2026-01-24T18:40:29.609212
1145458,Dauphine’s,Washington,DC,"Creole / Cajun / Southern, Contemporary American, Cocktail Bar",$31 to $50,4.6,666,1100 15th St NW,20005-1707,https://www.opentable.com/restaurant/profile/1145458,False,2026-01-24T18:40:29.609221
1088005,Elcielo Washington DC,Washington DC,DC,"Latin American, Colombian, Contemporary Latin",$50 and over,4.9,46,1280 4th St NE,20002,https://www.opentable.com/restaurant/profile/1088005,False,2026-01-24T18:40:29.610526
845,1789 Restaurant,Washington,DC,American,$31 to $50,4.8,278,1226 36th St NW,20007,https://www.opentable.com/restaurant/profile/845,True,2026-01-24T18:40:29.610534
108766,Alhambra,Washington,DC,"Middle Eastern, Balkan style, Mediterranean",$50 and over,4.7,60,923 16th Street N.W.,20006,https://www.opentable.com/restaurant/profile/108766,True,2026-01-24T18:40:29.610860
105268,Table,Washington,DC,"European, American",$30 and under,4.3,2400,903 N St. NW,20001,https://www.opentable.com/restaurant/profile/105268,True,2026-01-24T18:40:29.612781
1126879,Seven Reasons,Washington,DC,Latin American,$50 and over,4.3,158,931 H St NW,20001,https://www.opentable.com/restaurant/profile/1126879,False,2026-01-24T18:40:29.613140
1280794,Medina - DC,Washington,DC,Middle Eastern,$31 to $50,4.6,51,1328 Florida Ave NW,20056-4824,https://www.opentable.com/restaurant/profile/1280794,False,2026-01-24T18:40:29.613147
1205218,Lyle's,Washington,DC,American,$30 and under,4.7,1155,1731 New Hampshire Ave NW,20009-2501,https://www.opentable.com/restaurant/profile/1205218,True,2026-01-24T18:40:29.613154
1309480,Limani - DC,Washington,DC,"Mediterranean, Greek",$31 to $50,4.5,296,670 Wharf St SW,20024,https://www.opentable.com/restaurant/profile/1309480,False,2026-01-24T18:40:29.614489
1367857,Peacock Alley - Waldorf Astoria DC,Washington,DC,American,$31 to $50,4.3,94,1100 Pennsylvania Avenue NW,20004-2501,https://www.opentable.com/restaurant/profile/1367857,True,2026-01-24T18:40:29.614496
1047712,CUT by Wolfgang Puck,Washington,DC,"Contemporary American, Steak, Fish",$50 and over,4.7,186,1050 31st St NW,20007,https://www.opentable.com/restaurant/profile/1047712,True,2026-01-24T18:40:29.616918
1388101,Oro,Miami Beach,FL,International,$50 and over,4.4,215,818 Lincoln Rd,33139-2816,https://www.opentable.com/restaurant/profile/1388101,False,2026-01-24T18:45:46.833711
161446,Elcielo Miami,Miami,FL,"Latin American, Colombian, Contemporary Latin",$50 and over,4.8,85,31 SE 5th Street,33131,https://www.opentable.com/restaurant/profile/161446,False,2026-01-24T18:45:46.833777
1048960,L’Atelier de Joël Robuchon - Miami,Miami,FL,"French American, Contemporary French, French",$50 and over,4.8,298,151 NE 41st St,33137,https://www.opentable.com/restaurant/profile/1048960,False,2026-01-24T18:45:46.834515
1329661,GORDON RAMSAY HELL'S KITCHEN,Miami,FL,"American, Contemporary European",$50 and over,4.6,560,333 Biscayne Blvd Way,33132,https://www.opentable.com/restaurant/profile/1329661,False,2026-01-24T18:45:46.834521
1269859,Giselle Miami,Miami,FL,"Steakhouse, Mediterranean, Asian",$50 and over,4.7,229,15 NE 11th St,33132,https://www.opentable.com/restaurant/profile/1269859,False,2026-01-24T18:45:46.834526
186493,Lafayette Miami,Miami,FL,"Steakhouse, American",$30 and under,4.8,47,1111 SW 1 AVENUE,33130,https://www.opentable.com/restaurant/profile/186493,True,2026-01-24T18:45:46.834530
1358590,Rosa Negra - Miami,Miami,FL,"Steakhouse, Latin American, Seafood",$31 to $50,4.5,356,1346 S Miami Ave,33130-4315,https://www.opentable.com/restaurant/profile/1358590,False,2026-01-24T18:45:46.834566
1328158,La Grande Boucherie - Miami,Miami Beach,FL,French,$50 and over,4.2,167,81 Washington Ave,33139,https://www.opentable.com/restaurant/profile/1328158,True,2026-01-24T18:45:46.834734
139204,BLT Prime - Trump Doral,Miami,FL,"Steakhouse, American",$50 and over,4.3,92,4400 NW 87th Avenue,33178,https://www.opentable.com/restaurant/profile/139204,True,2026-01-24T18:45:46.835761
1355812,Citrus Club Orlando,Orlando,FL,"Seafood, American",$31 to $50,4.7,47,255 S Orange Ave STE 1800,32801,https://www.opentable.com/restaurant/profile/1355812,False,2026-01-24T18:46:30.166516
1397407,Leiah,Orlando,FL,"Contemporary American, Contemporary European, Contemporary Latin",$31 to $50,4.5,48,401 N Magnolia Ave,32801-1524,https://www.opentable.com/restaurant/profile/1397407,False,2026-01-24T18:46:30.166653
1066189,Knife & Spoon,Orlando,FL,"Steak, Seafood, American",$50 and over,4.7,244,4012 Central Florida Pkwy,32837,https://www.opentable.com/restaurant/profile/1066189,False,2026-01-24T18:46:30.166671
1283356,Mawn,Philadelphia,PA,"Cambodian, Asian",$50 and over,4.9,472,764 S 9th St,19147-2837,https://www.opentable.com/restaurant/profile/1283356,False,2026-01-24T18:47:13.634629
1368322,Emmett,Philadelphia,PA,"Italian, Middle Eastern, Mediterranean",$50 and over,4.8,260,161 W Girard Ave 19122-1619 ,19122-1619,https://www.opentable.com/restaurant/profile/1368322,False,2026-01-24T18:47:13.634719
3644,Panorama,Philadelphia,PA,"Wine Bar, Italian, Contemporary Italian",$31 to $50,4.6,87,14 North Front Street,19106,https://www.opentable.com/restaurant/profile/3644,False,2026-01-24T18:47:13.634732
1021732,Jean-Georges Philadelphia,Philadelphia,PA,"Bar / Lounge / Bottle Service, American, Cocktail Bar",$30 and under,4.7,283,1 N 19th St,19103,https://www.opentable.com/restaurant/profile/1021732,False,2026-01-24T18:47:13.634742
37129,DANTE,Cleveland,OH,"Italian, American",$31 to $50,4.6,147,2247 Professor Ave,44113,https://www.opentable.com/restaurant/profile/37129,False,2026-01-24T18:47:46.208854
1001956,Il Venetian,Cleveland,OH,"Steakhouse, Italian, Seafood",$31 to $50,4.8,268,100 East St. Clair Avenue,44114,https://www.opentable.com/restaurant/profile/1001956,False,2026-01-24T18:47:46.209023
264424,The Capital Grille – Cleveland – Lyndhurst,Lyndhurst,OH,"Steakhouse, Wine Bar, American",$50 and over,4.7,260,25389 Cedar Rd,44124,https://www.opentable.com/restaurant/profile/264424,False,2026-01-24T18:47:46.210117
1350802,Alara,Cincinnati,OH,"Contemporary American, Steak, Seafood",$50 and over,4.6,157,5410 Medpace Way,45227,https://www.opentable.com/restaurant/profile/1350802,True,2026-01-24T18:48:17.329184
4597,Nicola's Ristorante,Cincinnati,OH,"Italian, Contemporary Italian, Modern Tuscan",$50 and over,4.8,396,1420 Sycamore Street,45202,https://www.opentable.com/restaurant/profile/4597,True,2026-01-24T18:48:17.330004
266617,Council Oak Cincinnati,Cincinnati,OH,"Steakhouse, Steak, Seafood",$50 and over,4.7,73,1000 Broadway St,45202,https://www.opentable.com/restaurant/profile/266617,False,2026-01-24T18:48:17.330494
1400026,ON St. Elmo,Bethesda,MD,"American, Mediterranean",$50 and over,4.3,105,4915 St Elmo Ave,20814,https://www.opentable.com/restaurant/profile/1400026,True,2026-01-24T18:48:50.635189
3928,Morton's The Steakhouse - Bethesda,Bethesda,MD,"Steakhouse, Seafood, American",$50 and over,4.5,129,7400 Wisconsin Ave,20814,https://www.opentable.com/restaurant/profile/3928,False,2026-01-24T18:48:50.635302
107302,Wildwood Kitchen,Bethesda,MD,"Contemporary American, American, Mediterranean",$30 and under,4.4,4105,10223 Old Georgetown Road,20814,https://www.opentable.com/restaurant/profile/107302,True,2026-01-24T18:48:50.635793
1340074,Bouboulina,North Bethesda,MD,"Steakhouse, Seafood, American",$31 to $50,4.8,356,921 Meeting Street,20852,https://www.opentable.com/restaurant/profile/1340074,False,2026-01-24T18:48:50.636071
99121,Le Vieux Logis,Bethesda,MD,French,$31 to $50,4.4,1317,7925 Old Georgetown Rd,20814,https://www.opentable.com/restaurant/profile/99121,False,2026-01-24T18:48:50.636079
64318,Le Pigeon,Portland,OR,"French American, Contemporary American",$50 and over,4.8,138,738 E Burnside St,97214,https://www.opentable.com/restaurant/profile/64318,False,2026-01-24T18:49:47.091176
1322905,Cafe Rowan,Portland,OR,"Contemporary American, Northwest, Farm-to-table",$50 and over,5.0,16,4437 SE Cesar Estrada Chavez Blvd,97202,https://www.opentable.com/restaurant/profile/1322905,False,2026-01-24T18:49:47.091218
1268320,Bellpine at The Ritz-Carlton Portland,Portland,OR,"Contemporary American, Global, International, American",$50 and over,4.4,193,900 SW Washington St,97205,https://www.opentable.com/restaurant/profile/1268320,False,2026-01-24T18:49:47.091225
1422088,WOLF,Portland,OR,"Fusion / Eclectic, Fish, Farm-to-table",$50 and over,4.8,13,217 NE 8th Ave,97232-2940,https://www.opentable.com/restaurant/profile/1422088,False,2026-01-24T18:49:47.091230
11902,Chart House Restaurant - Portland,Portland,OR,"Steak, Seafood, American",$30 and under,4.6,400,5700 SW Terwilliger,97239,https://www.opentable.com/restaurant/profile/11902,False,2026-01-24T18:49:47.091235
128398,Giorgio's,Portland,OR,"Italian, Northwest",$30 and under,4.5,491,1131 NW Hoyt St,97209,https://www.opentable.com/restaurant/profile/128398,True,2026-01-24T18:49:47.091702
486847,Nomad - Chef's Table,Portland,OR,"Contemporary American, Northwest, Modern European",$30 and under,4.8,47,575 NE 24th Ave,97232,https://www.opentable.com/restaurant/profile/486847,False,2026-01-24T18:49:47.091847
